ow_temp,ow_humidity,ow_pressure,ow_wind_speed,ow_wind_deg,ow_clouds,ow_pm10,ow_pm2_5,ow_co,ow_no2,ow_so2,ow_o3,aqi_aqicn,city,hour,day,month,weekday,timestamp_utc,temp,humidity,pressure,wind_speed,aqi,pm2_5,pm10,no2,so2,co
29.7,74,1007.0,7.5,262,1,57.5,24.0,344.0,20.0,15.0,46.0,84,Karachi,15.0,9.0,5.0,4.0,2025-05-09 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.6,76,1007.8,8.9,263,40,57.3,24.5,326.0,21.9,14.9,40.0,84,Karachi,16.0,9.0,5.0,4.0,2025-05-09 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.3,77,1008.1,10.1,258,1,56.3,25.0,297.0,22.9,15.3,39.0,84,Karachi,17.0,9.0,5.0,4.0,2025-05-09 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,78,1008.5,8.4,289,8,56.0,25.8,273.0,22.9,15.3,39.0,85,Karachi,18.0,9.0,5.0,4.0,2025-05-09 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.7,80,1007.8,6.8,268,3,55.6,26.4,263.0,21.7,14.4,39.0,85,Karachi,19.0,9.0,5.0,4.0,2025-05-09 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.3,83,1006.9,7.8,262,10,56.0,26.3,258.0,19.7,13.0,40.0,85,Karachi,20.0,9.0,5.0,4.0,2025-05-09 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.1,84,1006.1,8.5,272,12,55.9,26.0,252.0,18.1,12.0,40.0,85,Karachi,21.0,9.0,5.0,4.0,2025-05-09 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.8,86,1005.9,10.1,275,17,55.9,26.1,232.0,17.6,11.3,38.0,85,Karachi,22.0,9.0,5.0,4.0,2025-05-09 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.6,87,1006.2,9.1,304,18,56.1,26.3,210.0,17.6,10.8,35.0,85,Karachi,23.0,9.0,5.0,4.0,2025-05-09 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.4,88,1006.7,7.4,313,56,54.6,27.5,216.0,19.9,11.8,28.0,86,Karachi,0.0,10.0,5.0,5.0,2025-05-10 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.0,80,1007.0,6.5,326,40,55.9,27.9,285.0,18.5,13.9,35.0,85,Karachi,1.0,10.0,5.0,5.0,2025-05-10 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.5,76,1007.7,6.2,300,40,73.3,30.0,381.0,16.4,17.0,44.0,85,Karachi,2.0,10.0,5.0,5.0,2025-05-10 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.0,69,1008.2,8.2,293,40,80.3,30.7,433.0,14.0,19.9,58.0,85,Karachi,3.0,10.0,5.0,5.0,2025-05-10 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.9,59,1008.6,8.5,287,40,85.9,32.6,393.0,11.1,22.7,79.0,85,Karachi,4.0,10.0,5.0,5.0,2025-05-10 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.7,50,1008.7,9.6,267,40,90.3,35.3,308.0,7.9,25.5,103.0,85,Karachi,5.0,10.0,5.0,5.0,2025-05-10 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
33.6,50,1008.7,11.5,256,40,91.5,36.8,245.0,5.5,26.8,121.0,85,Karachi,6.0,10.0,5.0,5.0,2025-05-10 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
34.0,50,1008.3,13.1,247,40,89.9,36.6,231.0,4.2,25.9,130.0,86,Karachi,7.0,10.0,5.0,5.0,2025-05-10 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
33.8,52,1007.8,15.2,237,40,88.9,35.9,238.0,3.8,23.6,133.0,86,Karachi,8.0,10.0,5.0,5.0,2025-05-10 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
33.4,53,1006.8,16.3,233,40,86.1,34.5,249.0,4.0,21.3,131.0,86,Karachi,9.0,10.0,5.0,5.0,2025-05-10 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.7,56,1006.2,13.9,236,40,81.7,32.8,259.0,5.0,19.1,121.0,86,Karachi,10.0,10.0,5.0,5.0,2025-05-10 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.8,53,1006.0,13.6,248,40,77.3,31.2,272.0,6.6,16.7,105.0,87,Karachi,11.0,10.0,5.0,5.0,2025-05-10 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.9,59,1005.3,17.2,252,1,59.1,25.1,281.0,8.9,15.9,93.0,87,Karachi,12.0,10.0,5.0,5.0,2025-05-10 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.5,67,1005.7,13.2,253,1,60.3,25.4,286.0,11.9,15.4,80.0,86,Karachi,13.0,10.0,5.0,5.0,2025-05-10 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
